repo_id,app,full_name,description,owner_id,default_branch,language,created_at,updated_at,pushed_at,size,stargazers,subscribers,is_fork,forks_count,open_issues,watchers,has_downloads,has_issues,has_pages,has_wiki,has_projects,git_url,clone_url,last_commit_sha,last_commit_date,last_commit_massage,last_commit_author,tests_count,has_junit,is_maven,classification
5244445,AntennaPod,AntennaPod/AntennaPod,A podcast manager for Android,10713470,develop,Java,2012-07-31T10:25:08Z,2020-11-30T10:32:45Z,2020-11-30T14:33:16Z,97461,3238,168,False,896,246,3238,True,True,False,True,True,git://github.com/AntennaPod/AntennaPod.git,https://github.com/AntennaPod/AntennaPod.git,d4057185450521ed544f9814c303bccb4ae2ecca,2020-11-30T10:32:41Z,Merge pull request #4719 from ByteHamster/relicense  Relicense under the GPL,GitHub,49,True,False,0.09018771352010282
2751199,geoserver,geoserver/geoserver,Official GeoServer repository,186522,master,Java,2011-11-10T19:56:06Z,2020-11-28T17:10:50Z,2020-11-28T23:04:54Z,245924,2152,212,False,1564,17,2152,True,False,False,True,True,git://github.com/geoserver/geoserver.git,https://github.com/geoserver/geoserver.git,24633729f9a1ae6a9f3e275d2d9fa1199e787b27,2020-11-28T17:10:42Z,migrate CI build to github actions (#4581)  * ci: migrate from travis build to github actions    * ci: update documentation to reflect migration away from Travis CI    * ci: migrate jdk8 to github actions    * ci: Update display name for Linux Github Actions,GitHub,1630,True,True,0.09009142625005181
6789509,shopizer,shopizer-ecommerce/shopizer,Shopizer java e-commerce software,2850035,master,Java,2012-11-21T03:42:39Z,2020-11-30T06:45:45Z,2020-11-30T00:26:06Z,544580,1804,275,False,1769,160,1804,True,True,True,False,True,git://github.com/shopizer-ecommerce/shopizer.git,https://github.com/shopizer-ecommerce/shopizer.git,3560e6eb2e390859f0a231678cc2f3557daa7a09,2020-11-30T00:25:49Z,Merge branch 'master' of github.com:shopizer-ecommerce/shopizer,shopizer-ecommerce,28,True,True,0.08977866122063768
2675355,javaparser,javaparser/javaparser,Java 1-15 Parser and Abstract Syntax Tree for Java; including preview features to Java 13,9988471,master,Java,2011-10-30T14:03:44Z,2020-11-29T04:13:00Z,2020-11-29T04:13:48Z,25159,3385,135,False,787,410,3385,True,True,False,True,False,git://github.com/javaparser/javaparser.git,https://github.com/javaparser/javaparser.git,1b11b35cb858eff26fe055531d8bfd8c910a27d7,2020-11-29T03:25:24Z,Fix issue 2953 (#2954),GitHub,345,True,True,0.08962230565769375
3886965,bitcoin-wallet,bitcoin-wallet/bitcoin-wallet,Bitcoin Wallet app for your Android device. Standalone Bitcoin node; no centralized backend required.,12846910,master,Java,2012-03-31T17:06:47Z,2020-11-25T07:04:23Z,2020-11-13T01:13:44Z,34994,2162,416,False,1521,76,2162,True,True,False,True,True,git://github.com/bitcoin-wallet/bitcoin-wallet.git,https://github.com/bitcoin-wallet/bitcoin-wallet.git,a029c07c6217211ceff210996aa6bc9edd0ff2a8,2020-11-13T00:46:17Z,8.07,Andreas Schildbach,6,True,False,0.08894511984963935
5722043,jodd,oblac/jodd,Jodd! Lightweight. Java. Zero dependencies. Use what you like.,2282947,master,Java,2012-09-07T20:26:48Z,2020-11-30T02:53:41Z,2020-10-13T21:04:10Z,42794,3469,270,False,709,3,3469,True,True,True,False,False,git://github.com/oblac/jodd.git,https://github.com/oblac/jodd.git,4e2d1f16a406545f6bcab121b951a430752a528e,2020-10-13T21:04:02Z,READ me updated,Igor Spasić,217,True,False,0.08880999389105348
108050,mongo-java-driver,mongodb/mongo-java-driver,The Java driver for MongoDB,45120,master,Java,2009-01-15T15:16:29Z,2020-11-26T13:57:09Z,2020-11-27T14:04:43Z,78690,2356,237,False,1360,15,2356,True,False,True,True,False,git://github.com/mongodb/mongo-java-driver.git,https://github.com/mongodb/mongo-java-driver.git,6d20b9128bd6966b31c23f7aab681c056aaefc72,2020-11-19T16:39:50Z,Add Bson#toBsonDocument() overload with a default implementation (#611)  * Add oBsonDocument() overload with a default implementation to Bson interface    * The default implementation simply calls toBsonDocument(Class<T>; CodecRegistry)  * The Scala Document wrapper's existing toBsonDocument() method has been updated to      override this method and return the underlying `BsonDocument` instead of returning a copy.    JAVA-3885,GitHub,196,True,False,0.08766502729273289
1089149,spring-batch,spring-projects/spring-batch,Spring Batch is a framework for writing offline and batch applications using Spring and Java,317776,master,Java,2010-11-17T17:53:45Z,2020-11-27T22:26:29Z,2020-11-27T22:36:37Z,92614,1690,250,False,1698,325,1690,True,True,True,True,False,git://github.com/spring-projects/spring-batch.git,https://github.com/spring-projects/spring-batch.git,c8e5e507f420d54c0fa9bd493973db731cd37d2a,2020-11-27T22:19:24Z,Polish contribution feb46fd3f74716db42e2d34639d4a6952e7267e5  * Update year in license header * Use  'this ' keyword where appropriate,Mahmoud Ben Hassine,38,True,False,0.08537511805321449
2019791,liquibase,liquibase/liquibase,Main Liquibase Source,438548,master,Java,2011-07-08T20:08:20Z,2020-11-27T10:59:45Z,2020-11-27T03:17:11Z,145380,2349,142,False,1287,345,2349,True,True,False,False,True,git://github.com/liquibase/liquibase.git,https://github.com/liquibase/liquibase.git,03c187a0516a533c0df9150d2acb4622d41d4537,2020-11-18T20:28:58Z,Merge pull request #931 from dmitriy-volkov/CORE-3078  Fix CORE-3078 bug - validated code changed from set default null to drop default for PG 11,GitHub,231,True,True,0.08525770359550536
3038937,jackson-databind,FasterXML/jackson-databind,General data-binding package for Jackson (2.x): works on streaming API (core) implementation(s),382692,master,Java,2011-12-23T07:17:41Z,2020-11-29T01:20:13Z,2020-11-29T01:20:08Z,82557,2709,162,False,1048,328,2709,True,True,True,True,True,git://github.com/FasterXML/jackson-databind.git,https://github.com/FasterXML/jackson-databind.git,a1372292fc703c9256ca8cdc2ea715b5ee858244,2020-11-29T01:20:01Z,...,Tatu Saloranta,561,True,True,0.08474282909111983
184604,Twitter4J,Twitter4J/Twitter4J,Twitter4J is an open-sourced; mavenized and Google App Engine safe Java library for the Twitter API which is released under the Apache License 2.0.,2764357,master,Java,2009-04-24T15:25:00Z,2020-11-26T16:01:47Z,2020-09-06T02:39:22Z,11181,2504,218,False,1118,58,2504,True,True,False,False,True,git://github.com/Twitter4J/Twitter4J.git,https://github.com/Twitter4J/Twitter4J.git,8376fade8d557896bb9319fb46e39a55b134b166,2018-08-18T00:10:53Z,Merge branch 'quick-reply',Yusuke Yamamoto,45,True,True,0.08297826421757312
2198510,flume,apache/flume,Mirror of Apache Flume,47359,trunk,Java,2011-08-12T18:20:14Z,2020-11-27T09:18:14Z,2020-10-27T07:08:17Z,44377,2036,220,False,1396,103,2036,True,False,False,True,True,git://github.com/apache/flume.git,https://github.com/apache/flume.git,59ffd4f871171550e7b40d8193894549b97fe1f4,2020-05-21T15:20:38Z,FLUME-3368 Update Jackson to 2.9.10  Jackson has a serious security problem in 2.9.7; which will cause RCE (#327)    https://github.com/FasterXML/jackson-databind/issues/2295    * Update pom.xml,GitHub,226,True,True,0.08262957548253927
5103785,undertow,undertow-io/undertow,High performance non-blocking webserver,2001898,master,Java,2012-07-19T00:52:44Z,2020-11-30T08:24:13Z,2020-11-29T13:42:20Z,23710,2873,210,False,855,27,2873,True,False,False,False,True,git://github.com/undertow-io/undertow.git,https://github.com/undertow-io/undertow.git,bcb3baea949f411a56d726c17de4e87301199fac,2020-11-24T08:20:33Z,Merge pull request #974 from TomasHofman/UNDERTOW-1792-master  UNDERTOW-1792 ServletPrintWriter.println uses LF instead of CRLF,GitHub,31,True,True,0.08188935848443121
2158982,querydsl,querydsl/querydsl,Unified Queries for Java,7044479,master,Java,2011-08-05T06:46:32Z,2020-11-28T05:52:40Z,2020-11-15T19:46:31Z,50083,3081,169,False,664,469,3081,True,True,False,True,True,git://github.com/querydsl/querydsl.git,https://github.com/querydsl/querydsl.git,e718b46a97a934f6ba7b50fec478c4eeae6f426c,2020-11-05T19:27:50Z,Introduce issue templates (#2694),GitHub,657,True,True,0.07994463185502673
1944709,JSqlParser,JSQLParser/JSqlParser,JSqlParser parses an SQL statement and translate it into a hierarchy of Java classes. The generated hierarchy can be navigated using the Visitor Pattern,4643847,master,Java,2011-06-23T22:51:52Z,2020-11-27T15:50:36Z,2020-11-22T19:39:43Z,5708,2680,218,False,910,201,2680,True,True,False,True,True,git://github.com/JSQLParser/JSqlParser.git,https://github.com/JSQLParser/JSqlParser.git,e0b3a180da5b1f883203892952e3bd651f0426c3,2020-11-22T19:39:48Z,fixes #1065,Tobias Warneke,107,True,True,0.07988866741726727
8426406,mockserver,mock-server/mockserver,MockServer enables easy mocking of any system you integrate with via HTTP or HTTPS with clients written in Java; JavaScript and Ruby.  MockServer also includes a proxy that introspects all proxied traffic including encrypted SSL traffic and supports Port Forwarding; Web Proxying (i.e. HTTP proxy); HTTPS Tunneling Proxying (using HTTP CONNECT) and SOCKS Proxying (i.e. dynamic port forwarding).,36341891,master,Java,2013-02-26T06:09:52Z,2020-12-01T09:07:24Z,2020-12-01T16:14:31Z,47277,2935,129,False,751,66,2935,True,True,False,True,True,git://github.com/mock-server/mockserver.git,https://github.com/mock-server/mockserver.git,3009f363b84df6a0ba377e72f6cff6ce204af0e8,2020-11-16T05:47:18Z,Merge pull request #922 from mock-server/dependabot/maven/xmlunit.version-2.8.1  Bump xmlunit.version from 2.8.0 to 2.8.1,GitHub,398,True,True,0.07984436770259301
4470435,mapstruct,mapstruct/mapstruct,An annotation processor for generating type-safe bean mappers,4086779,master,Java,2012-05-28T12:42:42Z,2020-11-30T01:44:32Z,2020-11-28T23:55:44Z,9447,3328,133,False,477,263,3328,True,True,False,True,True,git://github.com/mapstruct/mapstruct.git,https://github.com/mapstruct/mapstruct.git,84c3bda5a23e48956ad5de4955792ef0a278638e,2020-11-22T12:04:26Z,#2274; #2023 Fix problems with property mapping using source parameters    Fixes problems when property mapping is using source parameter and has default value / expression or is doing an update,GitHub,384,True,True,0.07887472292239908
7481569,opengrok,oracle/opengrok,OpenGrok is a fast and usable source code search and cross reference engine; written in Java,4430336,master,Java,2013-01-07T11:49:18Z,2020-11-30T20:46:12Z,2020-11-30T10:37:44Z,161354,3114,175,False,599,532,3114,True,True,True,True,True,git://github.com/oracle/opengrok.git,https://github.com/oracle/opengrok.git,cbbb3bf877d545962e35713d9061f82f7c643919,2020-11-27T15:04:32Z,man page is no longer distributed,GitHub,258,True,True,0.07855589314735131
6347542,netty-in-action,normanmaurer/netty-in-action,None,439362,2.0-SNAPSHOT,Java,2012-10-23T05:56:42Z,2020-11-29T11:13:45Z,2020-10-27T20:55:10Z,215,1672,151,False,1489,38,1672,True,True,False,True,True,git://github.com/normanmaurer/netty-in-action.git,https://github.com/normanmaurer/netty-in-action.git,68e95e252f75bdd1869ff686553ba3cca098c0e8,2017-06-22T11:35:25Z,update to 4.1.12,Norman Maurer,3,True,True,0.0785221842777333
206378,commons-lang,apache/commons-lang,Mirror of Apache Commons Lang,47359,master,Java,2009-05-21T01:24:46Z,2020-11-26T20:47:46Z,2020-11-26T15:00:36Z,24775,2032,186,False,1232,74,2032,True,False,False,False,True,git://github.com/apache/commons-lang.git,https://github.com/apache/commons-lang.git,c2da7e3c511f6a74c2450d612a61887b8be8fcab,2020-11-26T15:00:32Z,Don't need local var.,Gary Gregory,162,True,True,0.07744692871422756
1873881,nutz,nutzam/nutz,Nutz -- Web Framework(Mvc/Ioc/Aop/Dao/Json) for ALL Java developer,836481,master,Java,2011-06-10T01:25:43Z,2020-11-27T08:45:07Z,2020-11-27T08:45:02Z,44104,2343,277,False,962,47,2343,True,True,True,False,False,git://github.com/nutzam/nutz.git,https://github.com/nutzam/nutz.git,46562a42032c23cd05847ece5e5614bd8a41c337,2020-11-27T08:45:01Z,Merge pull request #1568 from ywjno/master  add: 为 Restful 风格的映射添加 OPTIONS 与 PATCH 注解,GitHub,194,True,True,0.07502428323912136
206387,activemq,apache/activemq,Mirror of Apache ActiveMQ,47359,master,Java,2009-05-21T01:33:45Z,2020-11-26T13:57:11Z,2020-11-27T17:23:38Z,56487,1831,206,False,1208,43,1831,True,False,False,False,True,git://github.com/apache/activemq.git,https://github.com/apache/activemq.git,45a400b37db3ff5baf42ff0de53881ebd99031bd,2020-11-26T13:45:29Z,NO-JIRA: refresh test keystores; fix failures on new OS/JDK combos where the old signature algs fail updated constraints,Robbie Gemmell,1887,True,True,0.07283288209493635
5663857,DependencyCheck,jeremylong/DependencyCheck,OWASP dependency-check is a software composition analysis utility that detects publicly disclosed vulnerabilities in application dependencies.,862914,main,Java,2012-09-03T20:43:30Z,2020-11-30T21:57:31Z,2020-11-30T13:18:40Z,132170,2648,128,False,691,184,2648,True,True,True,True,False,git://github.com/jeremylong/DependencyCheck.git,https://github.com/jeremylong/DependencyCheck.git,04f5cd08381ea012231276bb439a04dddd6b45ba,2020-11-30T13:18:30Z,enable node test cases,Jeremy Long,115,True,True,0.07245507647179475
1215215,Bukkit,Bukkit/Bukkit,The Minecraft Mod API,544609,master,Java,2011-01-02T23:47:25Z,2020-11-23T09:32:02Z,2020-02-11T04:24:42Z,19858,2021,197,False,1060,63,2021,True,False,False,False,True,git://github.com/Bukkit/Bukkit.git,https://github.com/Bukkit/Bukkit.git,f210234e59275330f83b994e199c76f6abd41ee7,2014-08-17T17:49:33Z,Update JavaDocs regarding teleportation of entities. Fixes BUKKIT-4210  Up until Minecraft version 1.5 it was not possible to teleport entities within vehicles. With the 1.5 update came the change in the Minecraft teleportation logic to dismount before teleporting the entity; if applicable.  This commit simply ammends the JavaDocs for the associated CraftBukkit half regarding the action the teleportation methods will take before completing a teleport.,turt2live,47,True,True,0.07188055651773351
1258570,OsmAnd,osmandapp/OsmAnd,OsmAnd,566635,master,Java,2011-01-15T19:59:44Z,2020-11-28T02:09:42Z,2020-11-27T23:12:13Z,554529,2420,130,False,783,1746,2420,True,True,False,False,True,git://github.com/osmandapp/OsmAnd.git,https://github.com/osmandapp/OsmAnd.git,887fdf8215a92f26c9908cfa53746fd976a3fc39,2020-11-27T22:29:07Z,Merge branch 'origin/master' into Weblate.,Hosted Weblate,13,True,False,0.070932943905511
4950187,jacoco,jacoco/jacoco,:microscope: JaCoCo - Java Code Coverage Library,1939631,master,Java,2012-07-08T21:45:13Z,2020-11-28T16:58:29Z,2020-11-26T13:45:37Z,10232,2442,137,False,738,108,2442,True,True,False,True,True,git://github.com/jacoco/jacoco.git,https://github.com/jacoco/jacoco.git,a20dc090fc5a0531da5b65ed454426b122374a56,2020-11-03T06:17:19Z,Fix build with JDK >= 13 when option -Dbytecode.version is not provided (#1055),GitHub,259,True,True,0.06995523096529033
2197202,sugar,chennaione/sugar,Insanely easy way to work with Android Database.,27975918,master,Java,2011-08-12T13:44:41Z,2020-11-24T16:05:53Z,2019-06-05T03:02:51Z,9679,2628,111,False,612,303,2628,True,True,True,True,True,git://github.com/chennaione/sugar.git,https://github.com/chennaione/sugar.git,2ff1b9d5b11563346b69b4e97324107ff680a61a,2017-04-18T18:45:32Z,Merge pull request #741 from kigen/master  Added known issues section to  ReadMe.md,GitHub,18,True,False,0.06961086289735119
5713702,phimpme-android,fossasia/phimpme-android,Phimp.me Photo Imaging and Picture Editor https://play.google.com/store/apps/details?id=org.fossasia.phimpme,6295529,development,Java,2012-09-07T07:14:54Z,2020-11-30T04:47:19Z,2020-11-30T21:18:10Z,599649,2184,47,False,886,75,2184,True,True,True,False,False,git://github.com/fossasia/phimpme-android.git,https://github.com/fossasia/phimpme-android.git,ca613f299ac8f5ead0bccb092a99aaa4047dfbba,2020-10-26T02:56:43Z,build(deps): bump constraintlayout from 2.0.1 to 2.0.2 (#3099)  Bumps constraintlayout from 2.0.1 to 2.0.2.    Signed-off-by: dependabot-preview[bot] <support@dependabot.com>    Co-authored-by: dependabot-preview[bot] <27856297+dependabot-preview[bot]@users.noreply.github.com>,GitHub,4,True,False,0.06959936108270096
206459,avro,apache/avro,Apache Avro is a data serialization system.,47359,master,Java,2009-05-21T02:48:37Z,2020-11-27T06:25:10Z,2020-11-27T16:12:16Z,17688,1723,104,False,1132,85,1723,True,False,False,False,True,git://github.com/apache/avro.git,https://github.com/apache/avro.git,78e524962fbc68a103094f652d605b4035326975,2020-11-21T09:38:51Z,Bump maven.version from 3.3.9 to 3.6.3 in /lang/java,Ismaël Mejía,250,True,True,0.06838910653336014
4166277,jvm-tools,aragozin/jvm-tools,Small set of tools for JVM troublshooting; monitoring and profiling.,235548,master,Java,2012-04-28T09:28:32Z,2020-11-27T02:50:13Z,2020-10-25T20:31:39Z,4924,2803,203,False,452,7,2803,True,True,False,True,True,git://github.com/aragozin/jvm-tools.git,https://github.com/aragozin/jvm-tools.git,d28ec13f266624520e859e91efb25cff65b14fe7,2020-10-25T20:31:33Z,[maven-release-plugin] prepare for next development iteration,Alexey Ragozin,28,True,True,0.0679963774195062
283325,logback,qos-ch/logback,The reliable; generic; fast and flexible logging framework for Java.,1521407,master,Java,2009-08-20T18:48:24Z,2020-11-27T05:12:08Z,2020-11-24T06:26:46Z,26640,1973,164,False,935,162,1973,False,False,False,False,True,git://github.com/qos-ch/logback.git,https://github.com/qos-ch/logback.git,bbc783e6d68482abe8e7dff0d06708175e971b91,2020-08-12T20:37:24Z,added Antonio Tomac to CLAs,Ceki Gulcu,212,True,True,0.06706558929568922
4449830,webcam-capture,sarxos/webcam-capture,The goal of this project is to allow integrated or USB-connected webcams to be accessed directly from Java. Using provided libraries users are able to read camera images and detect motion. Main project consist of several sub projects - the root one; which contains required classes; build-in webcam driver compatible with Windows; Linux and Mac OS; which can stream images as fast as your camera can serve them (up to 50 FPS). Main project can be used standalone; but user is able to replace build-in driver with different one - such as OpenIMAJ; GStreamer; V4L4j; JMF; LTI-CIVIL; FMJ; etc.,472658,master,Java,2012-05-25T20:26:28Z,2020-11-29T03:20:30Z,2020-10-13T06:38:17Z,23822,1781,162,False,1045,267,1781,True,True,False,True,True,git://github.com/sarxos/webcam-capture.git,https://github.com/sarxos/webcam-capture.git,3d3fea0e80422864a22b751fdedfbb443288baff,2020-04-01T17:29:20Z,Update logo for Github,Bartosz Firyn,18,True,True,0.0667964118554745
278745,cw-advandroid,commonsguy/cw-advandroid,Source Code to _The Busy Coder's Guide To Advanced Android Development_,103772,master,Java,2009-08-15T16:47:01Z,2020-11-21T20:22:46Z,2018-04-13T06:22:38Z,8411,1470,164,False,1232,2,1470,True,False,False,False,True,git://github.com/commonsguy/cw-advandroid.git,https://github.com/commonsguy/cw-advandroid.git,ab8e52a00413592b99a7bb9f93050bee760f289f,2013-06-27T22:17:55Z,Update README.markdown,Mark Murphy,7,True,False,0.06663507800241533
4787136,appinventor-sources,mit-cml/appinventor-sources,MIT App Inventor Public Open Source,1742866,master,Java,2012-06-25T20:42:28Z,2020-11-29T15:52:59Z,2020-11-24T17:06:24Z,866454,893,145,False,1553,422,893,True,True,True,True,True,git://github.com/mit-cml/appinventor-sources.git,https://github.com/mit-cml/appinventor-sources.git,b77b2a5d343b0ec22e8c59f73a65bc8e59007c36,2020-11-22T21:43:11Z,Add Gallery Readonly Flag  When set we do not display the “Send to Gallery” Button; only the “Login to Gallery” button. The Gallery itself enforces read only status; so if the button is enabled but the gallery is in read only (for this instance) then the user will receive an error when they attempt to send a project to the gallery. But it is better if we can just avoid the issue by not providing the button in the first place.  Another implementation here could be to have the server side actually check in with the gallery itself to determine read-only status; but for now we provide it as a config flag so we do not have to work out the details of how and when the server would communicate with the Gallery as well as how to handle errors and time-outs etc.  Change-Id: Ib6ca63ab2ca63636d7451762f782050dbffd9b3c,Jeffrey I. Schiller,77,True,False,0.06552811698368469
2442457,ambari,apache/ambari,Mirror of Apache Ambari,47359,trunk,Java,2011-09-23T07:00:08Z,2020-11-26T05:13:16Z,2020-11-26T16:17:15Z,344824,1399,190,False,1209,44,1399,True,False,False,False,True,git://github.com/apache/ambari.git,https://github.com/apache/ambari.git,24dbed27b97f4c82835273758f0bceb3334b4ef2,2020-06-30T15:55:00Z,AMBARI-25516. Missing @Override on 91 methods (#3198) (rickyma via dgrinenko),GitHub,857,True,True,0.06455312557261267
214605,voldemort,voldemort/voldemort,An open source clone of Amazon's Dynamo.,90277,master,Java,2009-05-31T03:27:10Z,2020-11-26T14:43:37Z,2020-08-02T05:41:51Z,210658,2431,151,False,566,95,2431,True,True,True,True,True,git://github.com/voldemort/voldemort.git,https://github.com/voldemort/voldemort.git,a7dbdea58032021361680faacf2782cf981c5332,2017-08-30T22:12:50Z,Releasing Voldemort 1.10.26,Felix GV,251,True,False,0.06438885876879627
7044667,spring-loaded,spring-projects/spring-loaded,Java agent that enables class reloading in a running JVM,317776,master,Java,2012-12-06T23:17:42Z,2020-11-29T04:23:00Z,2020-08-28T23:10:06Z,35169,2521,207,False,483,123,2521,True,True,False,True,True,git://github.com/spring-projects/spring-loaded.git,https://github.com/spring-projects/spring-loaded.git,3a6f34f24c614a83e7c4d214fbeb16c48866ded6,2020-08-28T23:10:05Z,Merge pull request #226 from bobbywarner/fix-build  Fix class names to resolve build issue,GitHub,57,True,False,0.06353631460800295
2408807,project-examples,jfrog/project-examples,Small projects in universal build ecosystems to configure CI and Artifactory,499942,master,Java,2011-09-18T09:03:32Z,2020-11-26T12:42:34Z,2020-11-23T08:05:13Z,22398,724,104,False,1567,64,724,True,True,False,True,True,git://github.com/jfrog/project-examples.git,https://github.com/jfrog/project-examples.git,5f1b6441b965619797842f2ea6fb93928f4da0a4,2020-10-27T16:22:34Z,Add trigger URL to build-trigger-examples (#240),GitHub,43,True,True,0.06271271843760173
2948949,BroadleafCommerce,BroadleafCommerce/BroadleafCommerce,Broadleaf Commerce - Enterprise eCommerce framework based on Spring,1209574,develop-6.0.x,Java,2011-12-09T17:53:52Z,2020-11-26T04:14:26Z,2020-11-26T04:14:23Z,281839,1417,233,False,1122,46,1417,True,True,False,True,True,git://github.com/BroadleafCommerce/BroadleafCommerce.git,https://github.com/BroadleafCommerce/BroadleafCommerce.git,96c19707e228953a49f287422a1ca19f72df6a24,2020-11-26T04:14:21Z,Merge pull request #2445 from BroadleafCommerce/totalitarian-offer-fix  Fix Totalitarian offer calculations,GitHub,117,True,True,0.062190904153672774
4302287,docx4j,plutext/docx4j,JAXB-based Java library for Word docx; Powerpoint pptx; and Excel xlsx files,1014405,master,Java,2012-05-11T22:13:30Z,2020-11-30T02:49:27Z,2020-11-18T21:14:30Z,148786,1486,106,False,1078,157,1486,True,True,False,True,True,git://github.com/plutext/docx4j.git,https://github.com/plutext/docx4j.git,93a5effa97d61dc0850f7607f6f0951a16b4b02a,2020-11-17T01:10:55Z,OpenDoPE image injection: tag width=n|auto to specify max width (eg 1…0500) or let BPAI work out the scaling.  From 11.1.8.  Apply https://github.com/plutext/docx4j/commit/6c54552b3ff9d491d06671abf5bc47a7fe5155f6#diff-aa50b3e5f12d7c9454f34805da4c6f851aab77a49d9224f042e96fdc0866a75e,Jason Harrop,54,True,True,0.06214851741525309
4393933,Jest,searchbox-io/Jest,Elasticsearch Java Rest Client.,1482383,master,Java,2012-05-21T13:37:50Z,2020-11-26T07:59:29Z,2020-10-19T22:15:12Z,5466,2016,212,False,744,103,2016,True,True,True,True,True,git://github.com/searchbox-io/Jest.git,https://github.com/searchbox-io/Jest.git,fa277faa8e196b5d79adda91571a9ad1e102cad2,2020-07-03T15:58:35Z,6.8.10,Ferhat Sobay,181,True,True,0.06194656485943595
8043551,h2o-2,h2oai/h2o-2,Please visit https://github.com/h2oai/h2o-3 for latest H2O,1402695,master,Java,2013-02-06T03:09:38Z,2020-11-15T01:59:45Z,2020-07-10T00:44:49Z,669769,2244,470,False,592,17,2244,True,False,True,True,True,git://github.com/h2oai/h2o-2.git,https://github.com/h2oai/h2o-2.git,be350f3f2c2fb6f135cc07c41f83fd0e4f521ac1,2015-09-24T19:25:55Z,Update index.html  Added `nthreads = -1` (per Ray),jessica0xdata,102,True,True,0.06160076056198571
1370858,optaplanner,kiegroup/optaplanner,Java Constraint Solver to solve vehicle routing; employee rostering; task assignment; conference scheduling and other planning problems.,517980,master,Java,2011-02-15T19:38:23Z,2020-11-27T05:03:45Z,2020-11-27T17:28:37Z,206748,2040,177,False,714,14,2040,True,False,False,False,False,git://github.com/kiegroup/optaplanner.git,https://github.com/kiegroup/optaplanner.git,de4e14118d56cd2a664654fc7578114732eb13f3,2020-11-26T08:23:49Z,Update scripts to JDK 11 + docs to VSCode + layers in automatic patterns,Geoffrey De Smet,698,True,True,0.0614743124722015
2899580,AxonFramework,AxonFramework/AxonFramework,Framework for Evolutionary Event-Driven Microservices on the JVM,1237237,master,Java,2011-12-02T16:04:42Z,2020-11-29T02:05:41Z,2020-11-27T12:32:56Z,31925,2189,199,False,605,79,2189,True,True,False,False,False,git://github.com/AxonFramework/AxonFramework.git,https://github.com/AxonFramework/AxonFramework.git,b5363e4a8719befa9dec7c8c8c130b23e117fb19,2020-11-27T08:54:28Z,Merge pull request #1616 from AxonFramework/dependabot/maven/io.dropwizard.metrics-metrics-core-4.1.16  Bump metrics-core from 4.1.15 to 4.1.16,GitHub,400,True,True,0.060947380946845146
2011647,Rajawali,Rajawali/Rajawali,Android OpenGL ES 2.0/3.0 Engine,3820125,master,Java,2011-07-07T10:29:45Z,2020-11-27T09:25:05Z,2020-11-21T11:13:35Z,83746,2017,190,False,668,168,2017,True,True,True,True,True,git://github.com/Rajawali/Rajawali.git,https://github.com/Rajawali/Rajawali.git,a66ca651517cc789d79b50c34e4b31acfc39b26c,2020-11-13T13:58:44Z,Merge pull request #2223 from hannesa2/RemoveBuildLintWarnings  Remove Lint warnings in build,GitHub,18,True,False,0.05959974966723257
1483979,stream-lib,addthis/stream-lib,Stream summarizer and cardinality estimator.,2325903,master,Java,2011-03-15T18:41:27Z,2020-11-23T09:28:47Z,2019-11-28T12:37:37Z,1985,2179,234,False,560,35,2179,True,True,False,True,True,git://github.com/addthis/stream-lib.git,https://github.com/addthis/stream-lib.git,5a3bc87c5314f7771ea3968e9015a3d25536343e,2019-08-27T21:44:03Z,[maven-release-plugin]prepare for next development iteration,addthis-buildbot,26,True,True,0.059354046613781075
260841,android-demos,novoda/android-demos,Examples of Android applications,74874,master,Java,2009-07-26T09:42:10Z,2020-11-24T15:37:51Z,2020-02-06T09:54:25Z,90963,1967,238,False,687,4,1967,True,True,False,True,True,git://github.com/novoda/android-demos.git,https://github.com/novoda/android-demos.git,f3999dcb3170617dda1ef3915c8ae0d8040f83a4,2019-06-15T18:35:50Z,Merge pull request #54 from novoda/mvi_sample  Example implementation of the model view intent pattern,GitHub,5,True,False,0.059229354581097196
7420937,camunda-bpm-platform,camunda/camunda-bpm-platform,Flexible framework for workflow and decision automation with BPMN and DMN. Integration with Spring; Spring Boot; CDI.,2443838,master,Java,2013-01-03T10:10:31Z,2020-11-30T12:29:19Z,2020-11-30T16:49:14Z,120412,1705,153,False,839,46,1705,True,False,False,True,False,git://github.com/camunda/camunda-bpm-platform.git,https://github.com/camunda/camunda-bpm-platform.git,ebb6d3992b0240ea6c725d8bdfd8d85e5c4b28db,2020-11-27T11:58:23Z,feat(openapi):  add tenant endpoints (#1144)  Related to CAM-11526,GitHub,2182,True,True,0.058921061148651324
5453324,intellij-plugins,JetBrains/intellij-plugins,Open-source plugins included in the distribution of IntelliJ IDEA Ultimate and other IDEs based on the IntelliJ Platform,878437,master,Java,2012-08-17T14:31:20Z,2020-11-30T18:04:09Z,2020-11-30T18:04:06Z,380877,1591,111,False,894,17,1591,True,False,False,False,False,git://github.com/JetBrains/intellij-plugins.git,https://github.com/JetBrains/intellij-plugins.git,f3847a633ab34ff38e204e5e4310357bd61186dc,2020-11-30T17:47:23Z,[UAST] IDEA-254704 Highlight FQ name in dependency inspections  Also add more tests to the illegal dependencies inspection.  GitOrigin-RevId: 590c903c60012c72cd4590d4746e12f1fa89c708,intellij-monorepo-bot,631,True,True,0.058440185395069545
